page_id,page_name,disclaimer,amount_spent_pen,number_of_ads
105166541114818,Cesar Gonzales Tuanama,These ads ran without a disclaimer,≤100,3
100467771958172,Tu camino al cielo,These ads ran without a disclaimer,≤100,3
101517754682983,Nino Cordero K2,Rubi De Los Angeles Amezquita Albarracin,≤100,1
104998784254064,Vivian Olivos - Congresista,These ads ran without a disclaimer,≤100,12
106195395307322,Mario Herrera,hibridos comunicaciones,≤100,5
717024845716955,Sticker Maker-1,These ads ran without a disclaimer,≤100,1
115014573270088,Aron Espinoza,Sheila Llanos Veliz,≤100,3
108465571836355,Acción Popular-Distrito de Pataz,Henry Zegarra Castro,≤100,2
392004984242128,Premios Verdes,These ads ran without a disclaimer,≤100,7
417370398310201,Instituto de Gobierno y de Gestión Pública USMP,These ads ran without a disclaimer,≤100,1
103908475140590,Adolfo Fernández,These ads ran without a disclaimer,≤100,3
112183351467785,kensleycollegelatam,These ads ran without a disclaimer,≤100,1
114300823698813,Instituto de Políticas Publicas y Gobierno - IPUG,These ads ran without a disclaimer,≤100,1
1005465799648708,Isabel Ayala,These ads ran without a disclaimer,≤100,4
152945755238750,Daniel Olivas - Juntos por Independencia,These ads ran without a disclaimer,≤100,3
1629803380628178,Jose Antonio Flores - Pantera,These ads ran without a disclaimer,≤100,5
1678969462359715,Ing. Manuel Borja,Manuel Alejandro Borja Suárez,≤100,2
1843205385948218,Guadalupe Vela,Politologos Digitales,≤100,4
102850365244994,Hugo Carrillo Al Congreso,Luis Fernando Alvarez Alvarez,≤100,3
495706950531442,Pepe Feria,These ads ran without a disclaimer,≤100,4
104053087629116,SpyFinder Pro,These ads ran without a disclaimer,≤100,1
104396757725965,PERU LIBRE - Puente Piedra,These ads ran without a disclaimer,≤100,7
1565789577063290,Himer Gómez,Anthony Bryan Luna Guerrero,≤100,13
102538584779289,Estrategia & Gobernanza,Yajaira Gavino Chavez,≤100,3
103524124775540,Tutomet,These ads ran without a disclaimer,≤100,3
112261307317054,Gerencia de Servicios Públicos - Municipalidad Distrital De Castilla,Ricardo Enrique Rumiche Bonilla,≤100,3
103729168914745,El Aprendiz Político,Reynaldo Edwin Valdez Aparicio,≤100,6
103366859100956,Marco Escribano Nunura - Página Oficial,Marco Antonio Escribano Nunura,≤100,4
1780005202231970,Alejandro Slay,These ads ran without a disclaimer,≤100,3
100132475064530,Truppty : Muebleria Fina,These ads ran without a disclaimer,≤100,2
107718957334791,UCI,These ads ran without a disclaimer,≤100,2
1834313933459789,BBC StoryWorks,These ads ran without a disclaimer,≤100,11
113447430443296,Manuel Mestanza León,Ederson Cueva Romero,≤100,1
257512364284286,Marroquín tu Amigo,Carlos Enrique Chinga Ramos,≤100,2
348918008452785,Piura Data - Estudios de mercado,Piura Data Consultores SAC,≤100,7
122746867737151,Transparencia Perú,These ads ran without a disclaimer,≤100,1
101713391609676,Dr.E.,These ads ran without a disclaimer,≤100,1
101921305368356,Mariogvingerhoets,These ads ran without a disclaimer,≤100,1
131479490796188,Daniel Lecca,These ads ran without a disclaimer,≤100,10
170125629815810,CPI Research,These ads ran without a disclaimer,≤100,1
648430212453055,Desde tu tribuna,AJEDPERU,≤100,10
100524185959953,Jorge Flores Conislla-Regidor 2023 Fuerza Popular,Jorge Luis Flores Conislla,≤100,5
462681860786100,Frente De Defensa Estudiantl - FDE,Luis Alberto Vargas Coral,≤100,2
107130208734281,Campanilla Para el Mundo,Lizbeth Rojas Quispe,≤100,4
102076604932343,Wilder Guerrero,Wili Cruz,≤100,2
106267764546494,Gente de a pie,These ads ran without a disclaimer,≤100,2
33713453361,Prime Video,These ads ran without a disclaimer,≤100,1
1516350795119484,Lucca Papelitos y Cartones,These ads ran without a disclaimer,≤100,1
102596615244361,La voz de Acción Popular,Jeanloop Juan Garay Balabarca,≤100,5
110439781276444,Alvaro Sánchez,These ads ran without a disclaimer,≤100,1
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,7
105230551234896,Red Utopía,These ads ran without a disclaimer,≤100,2
213695088792289,German Puican Zarpan - Construyendo,Nancy Jordán Puican,≤100,2
279756343877795,Carlos Vazallo,Engelbert Fabian Carranza Zumaran,≤100,3
103650898061028,Mario Ríos,Gabriel Alberto Arturo Escudero Bustamante,≤100,3
103304158315756,Virginia Rodríguez Acosta,Daniel José Flores Rodríguez,≤100,2
1723587181240010,Ana Huanachin,These ads ran without a disclaimer,≤100,2
109924924668223,Ing. José Paúl Loayza Porras. Capítulo de Ingenieros Agrónomos CIP PIURA,Ricardo Enrique Rumiche Bonilla,≤100,3
843216145794781,Cecilia Holgado Contigo,These ads ran without a disclaimer,≤100,3
530599847034479,Ada ITW,These ads ran without a disclaimer,≤100,1
106478077743371,José Luis Libertad Financiera,These ads ran without a disclaimer,≤100,4
119042904783214,Isabel Sanchez,Sandy Rosandrea Balta Liza,≤100,1
2246696675550907,Cepremuni - Carmen de la Legua,These ads ran without a disclaimer,≤100,3
327166327344247,Ing. Richard Acosta,These ads ran without a disclaimer,≤100,1
577395299286056,Milagros de Dios - Clínica de Fisioterapia,These ads ran without a disclaimer,≤100,2
292899437546921,Clínica San Judas Tadeo,These ads ran without a disclaimer,≤100,1
908079672610027,Traducciones Español - Inglés / English - Spanish,These ads ran without a disclaimer,≤100,2
102896694478968,Luckys Store,These ads ran without a disclaimer,≤100,1
1442723749276557,MAB Perú,These ads ran without a disclaimer,≤100,1
412794829458838,Carlos Juscamayta - El Agustino,Ricardo Julio Alvarado Chuquimuni,≤100,6
112000947342069,Liliana Arroyo,Anderson Maximiliano Cango Lachira,≤100,3
102081044782933,Ladi Espinoza,These ads ran without a disclaimer,≤100,3
103546255128448,Candidatos Perú,These ads ran without a disclaimer,≤100,1
109147127938498,Criadero Casablanca,Martin Alberto Ubillus Gutierrez,≤100,1
111202654820059,Frente Esperanza - Huarmey,Melanie Rosslyn Sarmiento Polo,≤100,4
896514803869426,Abg. Edinson Guevara,These ads ran without a disclaimer,≤100,1
143101745751183,Ricci Javier Tenorio Sernaqué,Jose Gabriel Espinoza Virto,≤100,3
156458598364638,Juntos Por El Peru Madre De Dios,These ads ran without a disclaimer,≤100,2
1613265342081943,Julio Martinez Garcia,These ads ran without a disclaimer,≤100,2
217395622245417,Movimiento Político Demócrata del Perú,These ads ran without a disclaimer,≤100,2
238510753443102,Lily Juarez Salazar,LILY JUAREZ SALAZAR,≤100,4
256448837881315,LocoChia,These ads ran without a disclaimer,≤100,3
100397265730199,Fernando Sudario,Fernando Lurjo Sudario Céspedes,≤100,3
255823484991968,Beli por Huanta,Belisario Lope Romani,≤100,4
105344994975247,La cabeza de 'Lolo',These ads ran without a disclaimer,≤100,1
106201255382507,Renovación Popular - Jacobo Hunter,Erik John Nuñez Mamani,≤100,2
100815229093103,Ayacucho te informa,Juan Adolfo Suarez Zarate,≤100,5
107577444055000,Marco Verde Heidinger,Despacho Congresista Marco Verde,≤100,2
113084627067320,José Henrry Flores Díaz,These ads ran without a disclaimer,≤100,1
196140697656186,Len Corell,These ads ran without a disclaimer,≤100,2
102398671887651,Martin Teixeira,These ads ran without a disclaimer,≤100,2
2376244125995502,Enfoco TV,These ads ran without a disclaimer,≤100,10
1911542715823308,Depileé Ica,These ads ran without a disclaimer,≤100,3
1560870310826885,Municipalidad de Ventanilla,These ads ran without a disclaimer,≤100,2
729476481088311,Reynaldo Malpartida-Oficial,Publinet App,≤100,1
102172935864172,Carlos Villanueva - Avanza Pais - Barranco,Maria Gabriela Villanueva Licla,≤100,4
104745397767561,Tarapoto noticias y comentarios,Edwin Raul Olaya Fernandez,≤100,2
105154064942949,La hora de la honestidad - 8 y 15,These ads ran without a disclaimer,≤100,3
580582712094819,Homeward Bound,These ads ran without a disclaimer,≤100,1
106026671922336,Huanchaco Distrito,Willian Santigo Santos Satalaya,≤100,1
109699218023779,Tu amigo Terán,Ulises Cristian Cotrina Palacios,≤100,6
182073298490036,Gaia,These ads ran without a disclaimer,≤100,1
107177257988205,Jesús Sandoval al Congreso,These ads ran without a disclaimer,≤100,2
106990508414789,Partido Frente de la Esperanza 2021 - Arequipa  Oficial,Lidia Yolanda Surco Huaman,≤100,2
426324104196163,Nuevo Perú - Arequipa,Instituto Peruano de Asuntos Jurídicos y Buen Gobierno IPAJ,≤100,10
187238388076907,Asociación SER,Asociación Servicios Educativos Rurales - SER,≤100,3
110438187815247,Rafael Lopez Aliaga Presidente,These ads ran without a disclaimer,≤100,3
102891274959796,LUCHO MORA,Francisco Javier Mora Bernilla,≤100,2
103207308112915,Марш Жінок,These ads ran without a disclaimer,≤100,1
249018498813175,Únete a la Legión Naranja,Judith Nancy Aguirre Cutipa,≤100,2
106501917895657,TONY es la VOZ,These ads ran without a disclaimer,≤100,1
1072578546139663,Teoría de la unión de los 5 continentes,These ads ran without a disclaimer,≤100,1
571113976598070,Miguel paredes - Prensa,These ads ran without a disclaimer,≤100,2
649773891834967,Javier Altamirano,These ads ran without a disclaimer,≤100,3
107025748646352,Frente Esperanza - Yurimaguas,Henry Junior Meza Salas,≤100,2
673979179382952,Apoyemos a Kiara Barboza Diaz,These ads ran without a disclaimer,≤100,2
101523289190052,Pack jurídico.,These ads ran without a disclaimer,≤100,3
106486907954626,Ministerio de Transportes y Comunicaciones PERÚ,These ads ran without a disclaimer,≤100,2
116053191815710,Red Comunicadores press,These ads ran without a disclaimer,≤100,2
669953813435114,notequemes.pe,Gabriel Alberto Arturo Escudero Bustamante,≤100,2
108821124886632,Unidad Médica Piura,Ricardo Enrique Rumiche Bonilla,≤100,3
110282008082743,Alianza Para El Progreso en la Provincia de la Convención,Miguel Angel Solis Cruz,≤100,1
106497134395548,Braulio Reyes,Hans Saul Huerta Solis,≤100,3
595747177176077,Edmundo Del Aguila,David Martin Alva Berna,≤100,3
162890510974594,Juntos por el Perú - Huaura,Ingrid Manuela Elvira Ramirez Ariza,≤100,1
196212877886074,PLANIFICA INMOBILIARIA,These ads ran without a disclaimer,≤100,2
102247593148238,Jessica Vargas,Velgica Veronica Alvarado Ccenhua,≤100,1
106710301401387,José Risi,Gonzalo Ricardo Lagos Gadea,≤100,1
1880366528893286,Ucayali Region Con Futuro,Kevin Homero Vásquez Escudero,≤100,1
285970621520232,Intégrate PUCP,Sebastian Mauricio Canchis Alvarez,≤100,1
846815325453527,Vamos Pueblo - Piura,These ads ran without a disclaimer,≤100,1
110978408027429,Psicólogos Como Tú,These ads ran without a disclaimer,≤100,1
102082369008111,Arqueólogos Unidos,Jaime Enrique Araucano Silva,≤100,1
103281185041070,Juventudes R,These ads ran without a disclaimer,≤100,1
361421254280781,Partido Morado - Pueblo Libre,Alberto Maximiliano Oré Vásquez,≤100,1
101681589018139,Elmo Llallico Huancaya,Jhino Alex Barreto Ramirez,≤100,4
111972336936441,Felipe Mantilla Áncash,Luis Molina,≤100,1
112442990657575,José Huamanchumo Congresista,Mery Lisett Rojas Nieto,≤100,2
101189472651488,Guillermo Flores,Partido Morado,≤100,1
712177248829030,Carlos Job,Carlos Job Gómez Torres,≤100,1
100431835952680,Huaranchal - Ronald Romero,Jordan Piminchumo,≤100,1
533830774217602,Lucho Alfaro al Congreso,Gonzalo Ricardo Lagos Gadea,≤100,1
103667497797557,Irene Carcausto Huanca / Congresista de la República,Irene Carcausto Huanca,≤100,1
734222016718888,Saul Lazo Llanos,Matheus Gabriel Montejo Guevara,≤100,1
102867925549795,Gerardo Novillo - Presidente del Club Grau 2022 - 2023,Ricardo Enrique Rumiche Bonilla,≤100,2
102001211794901,Diario Heces,Julio Ernesto Rodriguez Del Castillo,≤100,1
729476481088311,Reynaldo Malpartida-Oficial,Reynaldo Malpartida,≤100,2
105065157992802,Mentes Renovadas,Maximo Oscar Gil Durand,≤100,1
112415358060197,Karina Valverde,Ana Luz Cornejo Villegas,≤100,1
1026015570874995,Julio Sevilla Sifuentes,Felipealonso Jauregui Castro,≤100,1
227747907281875,ESTEMIN,These ads ran without a disclaimer,≤100,1
107126957629505,Milagros Núñez al Congreso por Lambayeque - Somos Peru - 4,Marco Antonio Tavera Peña,≤100,1
110899697058601,Chimbote Informado,Pagadox,≤100,1
251318918248057,Paisanokuna,John Tulio Romero Lloclla,≤100,1
108459757726471,Observatorio Cantuteño,These ads ran without a disclaimer,≤100,1
100931751991175,Dra Silvana Sam al Congreso,Ruben Vidal,≤100,1
609746735888507,CEDEP - Centro de Estudios para el Desarrollo y la Participación,These ads ran without a disclaimer,≤100,1
350149292227661,No a Keiko,Clarisa Ramirez Diaz,≤100,1
109017821335813,Jesús Dávila,Juan Carlos Huanca Solis,≤100,1
106797181452296,"Edgar Tesillo al Congreso por Tacna - Somos Perú - Escribe el ""1""",Zenon Tesillo Chura,≤100,3
102533848285908,Veronica Escobal Ordóñez,Daniel Eduardo Rodriguez Palacios,≤100,2
103215021752312,Alejandro Soto Reyes- Congresista de la República,Patrick Silva Mendoza,≤100,1
105234280884377,Diario Selva,Delman Panduro Saboya,≤100,1
113010117892418,Movimiento Regional Gana Ayacucho,Cesar Castro Baldeon,≤100,1
105575468249484,"Cáritas Cañete, Yauyos y Huarochirí",Gabriel Armando Cumpa Rojas,≤100,1
110241007104041,Miguel Gonzáles Santos,Miguel Angel Gonzales Santos,≤100,1
164353270916512,Opina Sobre Tu Candidato,Italo José Quispe Lévano,≤100,1
104799844276762,LR - Professional Education,These ads ran without a disclaimer,≤100,1
1751341188248816,Lucho Jimenez AP,Luis Alberto Jimenez Caichihua,≤100,2
104745397767561,Tarapoto noticias y comentarios,Roberto Carlos Moreno Carnero,≤100,1
334049480112220,Frente Amplio Perú,Politologos Digitales,≤100,1
104152588375345,Julio Valdez S #26 al Congreso,These ads ran without a disclaimer,≤100,1
862781447442175,Dircetur-Ayacucho,These ads ran without a disclaimer,≤100,1
111460443769895,Uceda a la Molina,William Jeferson Huanuco Ayala,≤100,1
103388551623537,Walter Oyola 97,These ads ran without a disclaimer,≤100,2
1603812013227310,MÉDICA La Revista,MÉDICA La Revista,≤100,1
103964158915709,Pedro Navarro Alcalde De Lagunas 2023-2026,Franklin Amadeo Altamirano Rodriguez,≤100,3
1799070233439405,Efraín Bueno Alva,Acxel Jair Lopez Lévano,≤100,1
395824521179727,Juan Carlos Zurita Guerrero,Carmen Anyrenny Quintana Godos,≤100,1
269465366430283,Cámara de Comercio y Producción de Lambayeque,These ads ran without a disclaimer,≤100,3
975201172569474,Ciro Almerí Veramendi,Roger Ciro Almeri Veramendi,≤100,1
106319064603249,Yara Marina Ruiz Guerrero,Christopher Alfredo Perez Ruiz,≤100,3
102254215152583,Abel Gamarra al Congreso,Luis Abelardo Fernando Delgado Cardenas,≤100,1
111319549016962,Enacap - Asociacion de Docentes,These ads ran without a disclaimer,≤100,1
111326770333082,En Movimiento,These ads ran without a disclaimer,≤100,1
110538910496554,María Elena Ramírez - al Congreso,These ads ran without a disclaimer,≤100,2
896356927162514,Miguel Angel Bardales,Miguel Bardales,≤100,5
101872584622085,Adriana Vásquez,These ads ran without a disclaimer,≤100,1
240938913035450,Mercurio Peruano,These ads ran without a disclaimer,≤100,1
102239948491265,Ed Málaga-Trillo,These ads ran without a disclaimer,≤100,1
134180091681088,A la Ciencia,Daniel Tacsa  Olaechea,≤100,1
124875125979405,REUNE - Movimiento Renovación Universitaria,These ads ran without a disclaimer,≤100,3
104323362253835,Wilfredo Vásquez Huamaní,Eloy Díaz,≤100,3
107956801329863,Manuel Gasco al Parlamento Andino #13 - Avanza País,These ads ran without a disclaimer,≤100,22
281556995463,IPAD - Instituto Peruano de Arte y Diseño,These ads ran without a disclaimer,≤100,1
214606895274066,Tällberg Foundation,These ads ran without a disclaimer,≤100,16
111601261013790,Karina Aguilar al Congreso,Obed Matias Villegas Amaro,≤100,4
377126002943328,Reconstrucción Nacional,These ads ran without a disclaimer,≤100,2
1916828011679616,Richard Meneses,Richard Meneses Juntos Por el Perú,≤100,3
108739521316560,Bloomberg Línea,These ads ran without a disclaimer,≤100,3
1041096759426621,Partido Integro de Desarrollo Andino - PIDA,Daniel Alexander Carrasco Cunza,≤100,2
607675725929827,Avanza País-San Juan de Lurigancho,Luis Alberto Velasquez Jaramillo,≤100,1
112992267268835,"Cambió Trujillo, Cambiará el Perú - CAP Presidente",Shana Ingrid Cardenas Panduro,≤100,1
101689842356002,Gino Gamarra Melgarejo - Página oficial,These ads ran without a disclaimer,≤100,1
610737336048408,La Belle France-Peru,These ads ran without a disclaimer,≤100,2
102596615244361,La voz de Acción Popular,These ads ran without a disclaimer,≤100,4
1604874883127287,Chimbote Noticias Ya,Chimbote Noticias Ya,≤100,4
112398704699286,Ministerio de Transportes y Comunicaciones del Perú,These ads ran without a disclaimer,≤100,3
106389484636081,Eliana Pérez Barrenechea,These ads ran without a disclaimer,≤100,1
373884039318606,Canva,These ads ran without a disclaimer,≤100,3
110776720592805,Asociación Peruana de Laboralistas,These ads ran without a disclaimer,≤100,3
863709093833586,Alejandro Salas - Oficial,These ads ran without a disclaimer,≤100,7
109824238171396,Elías Rodríguez Página Oficial,These ads ran without a disclaimer,≤100,2
103721675629077,Ministerio de Transporte y Comunicaciones Area Plataforma Virtual,These ads ran without a disclaimer,≤100,3
111264028074871,Quío Salinas - Crece la Fe SJL,Raul Luis Chavez,≤100,4
2126717147442727,JC Digital Print,These ads ran without a disclaimer,≤100,4
119337342805754,Jorge Morante - Congresista de la República,These ads ran without a disclaimer,≤100,1
106395164602216,Juan Burgos,These ads ran without a disclaimer,≤100,7
104228928713335,Tmax JoanGi,These ads ran without a disclaimer,≤100,1
102122721901724,Victoria La Cruz,Victoria La Cruz Garcés,≤100,1
114832764439547,Todos con Cabrera,Melenie Juliana Neyra Chuquiruna,≤100,3
1497095980557287,Ideario.pe,Ideario,≤100,7
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,3
100372761998126,Enver Flores Ojeda,These ads ran without a disclaimer,≤100,12
1663455907011191,OPEGU,These ads ran without a disclaimer,≤100,1
107327207601128,Luz Milagros Cayguaray,Congreso de la República del Perú,≤100,3
375234082577590,Marcelino Huaman,These ads ran without a disclaimer,≤100,1
158409155064897,"RS-Tv ""Eventos y Publicidad""",Jaime Cruz Rojas Hidalgo,≤100,2
153023865485753,Werner Salcedo,Eloy Díaz,≤100,2
104708158905883,Coco Camino _ Unidad regional Sullana,Simón Eleazar Garragate Palomino,≤100,1
108504700890806,Lourdes Zevallos Rodriguez,These ads ran without a disclaimer,≤100,2
270194287073872,Beatriz Madrid,Beatriz Madrid Amayo,≤100,4
600384187114815,Diplomaciave_pe,These ads ran without a disclaimer,≤100,2
147953395386266,Yo soy Johan,These ads ran without a disclaimer,≤100,6
101953308363041,Avanza,These ads ran without a disclaimer,≤100,1
230700038359953,Will García Asesor Inmobiliario,Will Kennedy García Hernández,≤100,3
106739274793689,Comité de Revocatoria Huayucachi,These ads ran without a disclaimer,≤100,1
130255440903044,Arlette Contreras,Cindy Arlette Contreras Bautista,≤100,5
101164502493639,Manuel Gambini Rupay Oficial,Eysomar Gonzales Gambino,≤100,3
101776571788662,July Garcia Hilbck,Sharon Julissa Garcia Hilbck,≤100,6
107788198306005,Dr. Percy Yamunaque - Oficial,These ads ran without a disclaimer,≤100,2
107674287680588,crianzalab,These ads ran without a disclaimer,≤100,6
103195075584627,Bryan Sócola,Bellavista Corazón,≤100,1
103606718484142,Cotabambas con Jorge Perlacios,These ads ran without a disclaimer,≤100,1
493426338150580,Alexandra Chirinos,Alexandra Chirinos Tuesta,≤100,15
111320658906170,Curso Ecografia,Miguel Aquino Montiveros,≤100,1
850899785074855,CobranzaOnline.com,These ads ran without a disclaimer,≤100,1
730045803752530,LESLY Cabello,These ads ran without a disclaimer,≤100,1
103210996388042,The George Washington University - GSPM Latinoamérica,These ads ran without a disclaimer,≤100,3
111340427007412,Perú Reporteros,Robert Mark Huaripata Sangay,≤100,3
907549259411441,Why Alpaca,These ads ran without a disclaimer,≤100,1
359546954522942,Miguel Ángel Bartra Grosso,These ads ran without a disclaimer,≤100,2
573264483143318,Percy Fernández Al Congreso Por Cusco,Lamec Fernandez Puma,≤100,3
1480019735382512,Wilmer Guevara,Wilmer Guevara Martinez,≤100,3
107040677436630,Somos Perú Lima Metropolitana,Oscar Yoel Saucedo Marin,≤100,2
298531346945846,Sociedad Peruana de Psicoanalisis,These ads ran without a disclaimer,≤100,3
292351509697,Jerusalem Prayer Team,These ads ran without a disclaimer,≤100,16
106654065081743,MKAKKOii- 0830- 4,These ads ran without a disclaimer,≤100,4
444709522389622,PARA TODOS LADOS,These ads ran without a disclaimer,≤100,4
106399581946546,FER Ancón,Percy Jeanpiere Arellano Yenque,≤100,1
104637814902952,Bonnie Lizier,These ads ran without a disclaimer,≤100,7
710256975808335,TKambio,These ads ran without a disclaimer,≤100,2
257857584641228,FOGEL,These ads ran without a disclaimer,≤100,1
687589164666184,MasterClass,These ads ran without a disclaimer,≤100,2
319944412781748,Efrey Becerra JP3,These ads ran without a disclaimer,≤100,1
104879274628588,Israel Sin Filtro,These ads ran without a disclaimer,≤100,4
107818804833052,Amigos por la Democracia,These ads ran without a disclaimer,≤100,2
542678889114683,The Coca-Cola Company,These ads ran without a disclaimer,≤100,6
158126554722563,Crónicas Policiales Noticias,Alex Antoni Zapana Huaquisto,≤100,6
163413881121711,Di Noticias Lambayeque,Jorge Luis Palacios Inoñan,≤100,7
100112828794463,"Comité Provincial Satipo  ""Juntos por la Unidad""",These ads ran without a disclaimer,≤100,1
102413268393748,Aldo Obando,These ads ran without a disclaimer,≤100,8
106086890862832,"La Voz Del Pueblo"" Con El Dr. Luciano Gutierrez.",These ads ran without a disclaimer,≤100,3
106996878019406,Denisse Takamura,Denisse Takamura,≤100,2
584811581695737,swissinfo.ch auf Deutsch,These ads ran without a disclaimer,≤100,2
717208901806258,"Nuestra Gente ""Victor Gonzales - SAN JUAN 2022""",Almendra Vanessa Rojas Pereyra,≤100,3
180519815314343,Grupo Propuesta Ciudadana,These ads ran without a disclaimer,≤100,2
106975992083245,Biavo Noticias,Lizbeth Rojas Quispe,≤100,3
101855624811892,Estefani Frye,Estefani Frye Espinoza,≤100,3
1499814886896781,Noticias Distritales,Jessica Valverde,≤100,2
110347301740753,El Noticiero de Roque,Lizbeth Rojas Quispe,≤100,3
108331298611186,Chazuta Diario Noticias,Lizbeth Rojas Quispe,≤100,3
103778609074710,Soritor Noticias,Lizbeth Rojas Quispe,≤100,3
107732805339621,Uchiza Informa,Lizbeth Rojas Quispe,≤100,3
102981572191913,JOSE LEON,Eloy Adolfo Jara Valenzuela,≤100,1
100567666069111,Shamboyacu Al Día,Lizbeth Rojas Quispe,≤100,3
113197787806324,Monica Tello RP,Patricia Ysabel Mejia Hidalgo,≤100,2
602796813150311,Herliz Confecciones,These ads ran without a disclaimer,≤100,4
100175735322238,El camino de la salvación,These ads ran without a disclaimer,≤100,3
107370357858132,Noticiero SJL,Emerson Smith Huallpa Zanabria,≤100,4
111519870979690,Renovacion Popular Region Pasco,These ads ran without a disclaimer,≤100,1
101819098725998,República de Lima,These ads ran without a disclaimer,≤100,2
101811561771286,YEBEL SAC,These ads ran without a disclaimer,≤100,3
254681821938,Vishen,These ads ran without a disclaimer,≤100,17
889157621434511,Victor Piñan,Victor Piñan,≤100,6
129465603734773,FLACSO Argentina (sitio oficial),These ads ran without a disclaimer,≤100,2
108031931052945,Alex Espinoza 100% Sachaca,Michael Junior Corahua Larico,≤100,4
30664024188,Medscape,These ads ran without a disclaimer,≤100,9
563767407348023,Paco Carrión,These ads ran without a disclaimer,≤100,6
108336320926362,Juan Rodriguez Terrones,Juan Vidal Rodriguez Terrones,≤100,7
100287672419974,ALAC - Académicos por el Licenciamiento y la Acreditación UNPRG,These ads ran without a disclaimer,≤100,1
122960896963639,Stefany Lizárraga - Junín,These ads ran without a disclaimer,≤100,3
100600602492536,Victor Espinoza,Royer Ayala Pancorbo,≤100,1
1498794317088702,Noticias del Perú,These ads ran without a disclaimer,≤100,1
103537071589695,Comando MERA Requena,Marco Polo Valcarcel Gonzales,≤100,4
113797077738129,Psicólogos del Bicentenario,These ads ran without a disclaimer,≤100,1
105583985339968,Juventud de San Borja por la reivindicación  2022,These ads ran without a disclaimer,≤100,3
103095908981609,LLeshi Encinas Rojas,Lleshi Encinas Rojas,≤100,2
1574929139448723,Julio Guzmán,These ads ran without a disclaimer,≤100,2
103109855320094,César Barrientos,Renzo Jorman Lizana Candiotti,≤100,4
341409740542258,Dr. José María Balcazar Zelada,Fernando Rafael Ramos Vallejo,≤100,1
100536275372901,Julio Merma,Partido Morado,≤100,1
114474070396918,Escuela Superior Esperanza,Raúl Jesus Odar Cabrejos,≤100,1
200561513351250,Municipalidad Provincial de San Martín,These ads ran without a disclaimer,≤100,1
108385328015388,LILA HUARI,Cristobal Aderly Aguilar Ruiz,≤100,3
115198213240394,Ricardo Burga Ch. - Congresista,Digital Break,≤100,1
100160425289536,IATV Noticias,Marcos Rojas,≤100,5
100412448509827,César Mendoza AP,Miguel Angel Ponce Crederdt,≤100,3
193360717378007,Italgrif,These ads ran without a disclaimer,≤100,1
103411858272065,Wilson Tello,Willy Gustavo Cotrina Santa Cruz,≤100,1
194824214663095,Perú Hacia El Primer Mundo,These ads ran without a disclaimer,≤100,11
859489764089847,Mariano González,These ads ran without a disclaimer,≤100,2
108447084245762,Lucho Calderón. Regidor  Provincial.,Luis Calderón Bacon,≤100,2
714038602326557,CondominioSmart,Jayson Denis Velarde Castro,≤100,3
104192195451875,BOBBY Corazón,These ads ran without a disclaimer,≤100,1
102888608247795,Alejandro Cavero,These ads ran without a disclaimer,≤100,7
882109518613704,中華頭條,These ads ran without a disclaimer,≤100,4
104217325428070,Frente Cívico Nacional Blanco y Rojo Del Perú,Alfredo Quispe Pariona,≤100,2
102888271514518,Mónica Guillen Vicegobernadora,These ads ran without a disclaimer,≤100,2
1955625638003764,Prensa Rimac,Carlos Enrique Perez Guillen,≤100,3
114854923591098,El Cívico.pe,Miguel Alberto López Segura,≤100,1
331746776850750,Univadis,These ads ran without a disclaimer,≤100,2
113874363404637,RIVAS Alcalde por Huamanga,These ads ran without a disclaimer,≤100,6
101697831800259,Elena Mamani,Ana Belen Lopez Velasquez,≤100,6
1536215360005012,Gigante Comunicaciones,These ads ran without a disclaimer,≤100,1
101957305289634,Estamento,Daniel Andrew Hidalgo Cerna,≤100,1
106359522060585,Edwin Miranda Palomino,Publinet App,≤100,3
111752296943378,P21,These ads ran without a disclaimer,≤100,2
164502600900116,Renato Vilca,Hugo Renato Vilca García,≤100,3
348918008452785,Piura Data - Estudios de mercado,Maria Fernanda Checa Seminario,≤100,1
100478908745003,Udeapolis,These ads ran without a disclaimer,≤100,1
100167385589384,Asociación de vivienda montepinar,These ads ran without a disclaimer,≤100,4
114194903834123,Nossa Jeans,These ads ran without a disclaimer,≤100,2
102651861785708,Tania Barrenechea al Congreso en Lima - RUNA Nro 2,Tania Lenina Barrenechea Porras,≤100,3
120529109624,Fuerza Ciudadana,Fuerza Ciudadana,≤100,3
113921937144079,Garcés Al Congreso,Jean Peaule Cuya Blanco,≤100,2
100569142550009,Partido Patriótico del Perú Villa el Salvador,Sandro Caller Gutierrez,≤100,1
103699214780506,Vota Por Alguien Como Tú,These ads ran without a disclaimer,≤100,2
112926551044377,Movimiento Regional AGUA - Casma,These ads ran without a disclaimer,≤100,3
110540128187962,Juventudes por la FE - Alto de la Alianza,These ads ran without a disclaimer,≤100,1
104648981195021,The Oxygen Project ES,These ads ran without a disclaimer,≤100,1
322957834533998,"Sisters of Charity of the Incarnate Word, San Antonio - CCVI",These ads ran without a disclaimer,≤100,2
1810788782557944,Municipalidad Distrital de Talavera,Municipalidad Distrital de Talavera,≤100,2
107626391121340,peru_unidos_por_la_democracia,These ads ran without a disclaimer,≤100,2
