page_id,page_name,disclaimer,amount_spent_pen,number_of_ads
370773923298592,"Nuevo Perú - San Miguel, Lima",These ads ran without a disclaimer,≤100,1
324053551450866,Katty Cachay,These ads ran without a disclaimer,≤100,1
100259721859417,Flor Pablo,These ads ran without a disclaimer,≤100,2
104497598003598,Municipalidad Distrital Laberinto,These ads ran without a disclaimer,≤100,2
100359818902016,Vale Ancash,These ads ran without a disclaimer,≤100,1
105713535270251,MIS Libros,These ads ran without a disclaimer,≤100,2
274376476231298,Ipemec - Instituto Peruano de Mercado de Capitales,These ads ran without a disclaimer,≤100,1
52583930298,Hochschule Magdeburg-Stendal,These ads ran without a disclaimer,≤100,1
110889150372539,Mi Ciudad,These ads ran without a disclaimer,≤100,1
108498885100234,politilab,These ads ran without a disclaimer,≤100,1
105816854675787,Calca sin Violencia,These ads ran without a disclaimer,≤100,2
2227002420885356,Pangea Movement,These ads ran without a disclaimer,≤100,3
1426780820910242,Seminarium Ecuador,These ads ran without a disclaimer,≤100,2
77403447721,rcrwireless,These ads ran without a disclaimer,≤100,4
345472449875218,Renovación Popular - San Luis Oficial,These ads ran without a disclaimer,≤100,2
102360755544377,Cesar Noa Oficial,These ads ran without a disclaimer,≤100,1
105143981952671,Jewish Peoplehood עמיות יהודית,These ads ran without a disclaimer,≤100,2
103808121895219,WEBeando,These ads ran without a disclaimer,≤100,1
7456251769,SAP,These ads ran without a disclaimer,≤100,2
104622121026372,Earth Breeze,These ads ran without a disclaimer,≤100,2
325442041709132,Viva el Callao,These ads ran without a disclaimer,≤100,1
2049252585405440,Coordinadora Republicana,These ads ran without a disclaimer,≤100,1
371862532868033,Anomali,These ads ran without a disclaimer,≤100,1
742480979487406,Sin Mermelada,These ads ran without a disclaimer,≤100,1
306218866135313,Gustavo Pacheco Parlamento Andino,These ads ran without a disclaimer,≤100,1
267276076650818,El Crujiente,These ads ran without a disclaimer,≤100,11
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,18
81239734102,Nobel Prize,These ads ran without a disclaimer,≤100,4
733506246816802,Asociación Haciendo Patria,These ads ran without a disclaimer,≤100,1
102067925208261,Ernesto Valdez,Elias Josue Figueroa Torres,≤100,2
104773434731790,ELSA Calderón Altamirano,These ads ran without a disclaimer,≤100,1
105666946254177,La Tercera Chicama,These ads ran without a disclaimer,≤100,1
419235218183448,Servando Garcia Correa,These ads ran without a disclaimer,≤100,4
879012578828110,Radio Elite Huaral,These ads ran without a disclaimer,≤100,1
1181588521857104,Alibaba Cloud,These ads ran without a disclaimer,≤100,7
516604225157878,Four Sensations,These ads ran without a disclaimer,≤100,1
112550027578635,José Alfredo Calderón Gómez,These ads ran without a disclaimer,≤100,1
105363750882345,Young Activists Summit,These ads ran without a disclaimer,≤100,11
105369294774495,Fredy Toralva - Junín,These ads ran without a disclaimer,≤100,2
119405895873,Huawei,These ads ran without a disclaimer,≤100,8
103122058584561,Sub Gerencia De Promoción a la Inversión Privada,These ads ran without a disclaimer,≤100,2
1611860599143073,Somos Ciudadanía,These ads ran without a disclaimer,≤100,1
100931751991175,Dra Silvana Sam al Congreso,These ads ran without a disclaimer,≤100,2
108934721019541,Milagros Aguayo,These ads ran without a disclaimer,≤100,6
103306195067396,Andrea Montero González,These ads ran without a disclaimer,≤100,1
354530268566448,Foro Libre,These ads ran without a disclaimer,≤100,1
105533714232170,Corrupción Nunca Mas,These ads ran without a disclaimer,≤100,1
528722033900022,JFA En Democracia en Breña,These ads ran without a disclaimer,≤100,1
100058038730387,Leonor Chumbimune Cajahuaringa,These ads ran without a disclaimer,≤100,1
871145866371435,Tributum PERÚ,These ads ran without a disclaimer,≤100,1
118592938221174,ZTE Corporation,These ads ran without a disclaimer,≤100,6
103925538691221,Handcrafted Best,These ads ran without a disclaimer,≤100,5
541428409297489,Emaus Madre Teresa de Calcuta,These ads ran without a disclaimer,≤100,1
100827301853253,InfoNews.pe,These ads ran without a disclaimer,≤100,2
114777710649110,Reina Olivera Fanpage,These ads ran without a disclaimer,≤100,1
112403627556590,Vilma Pacheco -  Parlamento Andino K 10,These ads ran without a disclaimer,≤100,1
100636345009443,Ofertas y Novedades Mollendo,These ads ran without a disclaimer,≤100,2
1389202737816693,Departamento de Historia y Antropología de la Universidad de Sonora,These ads ran without a disclaimer,≤100,2
100852705894527,Soy Camilo Toro,These ads ran without a disclaimer,≤100,2
107440270820620,Obstetra Gloria Moreno,These ads ran without a disclaimer,≤100,1
101603938364877,Logo Legitimo,These ads ran without a disclaimer,≤100,1
173591672726341,Municipalidad de Barranco,These ads ran without a disclaimer,≤100,1
101318288668199,Proyecto Libertad Perú,These ads ran without a disclaimer,≤100,1
349648442248368,Centro Cultural de la Municipalidad de Santa Anita,These ads ran without a disclaimer,≤100,1
369847307003673,Kurly Arana La Perla,These ads ran without a disclaimer,≤100,2
104446508239793,Vladimir Luna al Congreso,These ads ran without a disclaimer,≤100,2
101711651659280,Soy Chalaco,Erik Antonio Muñoz Izquierdo,≤100,1
989318054487443,Municipalidad Distrital de Jequetepeque,These ads ran without a disclaimer,≤100,3
107090714576529,cfmuschi,These ads ran without a disclaimer,≤100,1
101943235420969,Salida Colectiva,These ads ran without a disclaimer,≤100,1
218229908192363,Julien Blanc,These ads ran without a disclaimer,≤100,3
107026904102601,Vania Cáceres,These ads ran without a disclaimer,≤100,1
1475597352752577,Artadi Architects,These ads ran without a disclaimer,≤100,1
105366895086289,Tus lecciones virtuales de Historia y Geografía,These ads ran without a disclaimer,≤100,1
103240768087981,The Stereo Socks,These ads ran without a disclaimer,≤100,5
947669601976293,Calin Dominguez,These ads ran without a disclaimer,≤100,1
102099808535766,Elite Language Academy,These ads ran without a disclaimer,≤100,2
234570430360017,Bruno Congresista 2021,These ads ran without a disclaimer,≤100,1
101084039037519,Entérate Pronto,These ads ran without a disclaimer,≤100,2
109698257940380,Filosofía Diegüista,These ads ran without a disclaimer,≤100,1
111760540724512,Beto a Saber con Beto Ortiz - Comunidad,These ads ran without a disclaimer,≤100,1
101311448811548,Adess,These ads ran without a disclaimer,≤100,5
1672520136371346,Disolvamos Narco-Fuji-Parlamento,These ads ran without a disclaimer,≤100,1
7783116506,Animals Asia,These ads ran without a disclaimer,≤100,23
1017490151713022,ICOM General Conference,These ads ran without a disclaimer,≤100,1
1600033726901514,Aldea Urbana Peru,These ads ran without a disclaimer,≤100,1
102171048398870,Ruth Mejía Al Congreso,These ads ran without a disclaimer,≤100,1
551838968173230,Segundo Eloy Soto Abanto,These ads ran without a disclaimer,≤100,1
136285893068868,Elsevier para estudiantes de medicina,These ads ran without a disclaimer,≤100,1
149804325087054,CADENA SUR MARCONA,These ads ran without a disclaimer,≤100,2
122094707879134,Municipalidad Provincial de Chachapoyas,Jorge Luis Ruíz Montano,≤100,1
147048993530222,Kawasaki Izaguirre Surichaqui,These ads ran without a disclaimer,≤100,1
1573473169423800,Info Pasco,These ads ran without a disclaimer,≤100,1
143580874503934,Phatthana 9899 Realestate Company,These ads ran without a disclaimer,≤100,1
112350121343300,FuraCoin,These ads ran without a disclaimer,≤100,10
112239776133752,Centro De Formación Académica Profesional EMISA,These ads ran without a disclaimer,≤100,1
321708728695236,El Oriente,These ads ran without a disclaimer,≤100,2
104257377946172,Chiclayotopia,These ads ran without a disclaimer,≤100,1
876457109153657,PMNCH,These ads ran without a disclaimer,≤100,1
101930588605275,greenschool.ipagbs,These ads ran without a disclaimer,≤100,1
1723806931220001,Aeminpu España  Israel Congregación de Jehová,These ads ran without a disclaimer,≤100,1
1235533036586774,El Lanzador de Cuchillos,Carlos Andrés Pérez Beltran,≤100,1
2146853078664510,Ana Cebrián Grafica,These ads ran without a disclaimer,≤100,1
294395144792516,Deyangel Play,These ads ran without a disclaimer,≤100,1
118606061493541,World Innovation Summit for Education - WISE,These ads ran without a disclaimer,≤100,1
2061561920624160,Tienda Peluches - Peluchea,These ads ran without a disclaimer,≤100,1
896767123693059,Academia Preuniversitaria Galileo.,These ads ran without a disclaimer,≤100,1
100819412001149,Irma Palomino Candidata Al Congreso 2021,Ana Maria De La Guadalupe Vera García,≤100,1
101125851722758,Mamámodo_ON,These ads ran without a disclaimer,≤100,10
1482174305394430,el pupitre de Pilu,These ads ran without a disclaimer,≤100,1
110625482306270,el Pachinko,These ads ran without a disclaimer,≤100,1
113041371399821,Médicos Plus,These ads ran without a disclaimer,≤100,1
2207607296022779,Constructora Ubillus Arquitectos inmobiliaria y servicios S.R.L,These ads ran without a disclaimer,≤100,1
823788047675556,Call of War,These ads ran without a disclaimer,≤100,2
114925276555625,Angie Bru - Trabajar En Alemania,These ads ran without a disclaimer,≤100,1
1539909062999747,Riquezas Peruanas - Monedas de colección,These ads ran without a disclaimer,≤100,1
105803788685424,Advantere,These ads ran without a disclaimer,≤100,7
653663175045247,comemelaflooor,These ads ran without a disclaimer,≤100,2
1424956091060123,Emmaüs International,These ads ran without a disclaimer,≤100,1
814643905536431,ISAM,These ads ran without a disclaimer,≤100,2
103091968878469,Buddhasbread,These ads ran without a disclaimer,≤100,1
100933555387636,rhinojon,These ads ran without a disclaimer,≤100,1
1430673217253913,Studio 11 Producciones,These ads ran without a disclaimer,≤100,1
107996693570,European University Institute,These ads ran without a disclaimer,≤100,2
194476327278883,SGS,These ads ran without a disclaimer,≤100,1
165808524226746,Βρες Τα Πάντα,These ads ran without a disclaimer,≤100,1
351557961695429,Viajamor.com,These ads ran without a disclaimer,≤100,1
263018163811265,CER Migracions - Centre d'estudi i recerca en migracions,These ads ran without a disclaimer,≤100,2
101869988232454,ruthcarovegas,These ads ran without a disclaimer,≤100,1
408114603295955,Ventanilla noticias,These ads ran without a disclaimer,≤100,1
102406795682994,Fondo Noticiero,These ads ran without a disclaimer,≤100,1
110056043936212,BMI Biomedical International,These ads ran without a disclaimer,≤100,1
101954335181277,Frida Kaa,These ads ran without a disclaimer,≤100,2
113223565675861,Parque Comercial El Manar - Massalfassar,These ads ran without a disclaimer,≤100,1
1647500868846545,Hedonyst conseil agence de communication,These ads ran without a disclaimer,≤100,1
101444025249975,My Last Page,These ads ran without a disclaimer,≤100,2
119042904783214,Isabel Sanchez,These ads ran without a disclaimer,≤100,1
2251490945090076,Antiprensa,These ads ran without a disclaimer,≤100,1
106606204969822,La piedra de Keiko,These ads ran without a disclaimer,≤100,1
572670693111066,MH Noticias,These ads ran without a disclaimer,≤100,1
103022378146342,5rrupción Perú,These ads ran without a disclaimer,≤100,1
102947962141429,Marko Darren,These ads ran without a disclaimer,≤100,1
103763044928220,Política piurana,These ads ran without a disclaimer,≤100,1
101608620229080,Richard Neira,Richard Hercelles Neira Colmenares,≤100,1
448327525367950,Ate Anuncios,These ads ran without a disclaimer,≤100,1
129567737568492,Salhuana al Congreso - App Mdd,These ads ran without a disclaimer,≤100,1
101197548034469,Ica tv,These ads ran without a disclaimer,≤100,1
105148318120620,Academia Internacional de Oratoria,These ads ran without a disclaimer,≤100,1
158365832683100,Jóvenes con Hernando de Soto,These ads ran without a disclaimer,≤100,2
105743181306186,Nohelia Rodríguez - Agente Inmobiliario,These ads ran without a disclaimer,≤100,1
106821005035316,libres.pe,These ads ran without a disclaimer,≤100,1
108269868283977,Hoy en la Historia de Israel,These ads ran without a disclaimer,≤100,2
111281453844854,El Seudo Apóstol Estafador,These ads ran without a disclaimer,≤100,2
100972035087110,Juan Sanchez Mena,These ads ran without a disclaimer,≤100,1
100874371936474,Robert Gutiérrez,These ads ran without a disclaimer,≤100,2
445656042275588,Juntos por el  Perú San Juan de Lurigancho,These ads ran without a disclaimer,≤100,1
101319381983989,Blanca Jacinto Congresista 2021,These ads ran without a disclaimer,≤100,1
348194299067117,Enfoque Nacional,These ads ran without a disclaimer,≤100,2
231241673601652,Entre Notas,These ads ran without a disclaimer,≤100,2
100773891887664,Dr. Nostalgia,These ads ran without a disclaimer,≤100,6
103133128464694,Hablacamiseta.junin,These ads ran without a disclaimer,≤100,1
110428543619882,M.R. Todos Por el Gran Cambio - Huanuco,These ads ran without a disclaimer,≤100,1
110180465083578,Sabino Alcalde por Monzón,Santos Sabino Gamez,≤100,1
106569785104229,David Alcántara,David Homero Alcantara Maguiña,≤100,1
111328543695717,Magdalena Salvatierra,These ads ran without a disclaimer,≤100,2
927477830653741,WorkForce Ecuador,These ads ran without a disclaimer,≤100,2
107056467385576,Juan Carlos Condori Chávez,These ads ran without a disclaimer,≤100,1
180428882561605,Josue Sanchez S,These ads ran without a disclaimer,≤100,1
107030355231553,anasantana4440,These ads ran without a disclaimer,≤100,3
105814488238574,Hablando de Eso,These ads ran without a disclaimer,≤100,1
101998035420074,SOCIAL STRATUM Asesores y Consultores,These ads ran without a disclaimer,≤100,2
1806168916085701,Beto Guillen,These ads ran without a disclaimer,≤100,2
109929194247839,Paisajismo - Jardinería y Arquitectura,These ads ran without a disclaimer,≤100,1
2143852325712984,Dilver Reyes Tineo - Huarmaca,These ads ran without a disclaimer,≤100,1
101376144980139,OVEJA NEGRA TV,These ads ran without a disclaimer,≤100,1
607494895978016,Danny Leikin,These ads ran without a disclaimer,≤100,1
609829643005541,Cuencas Sagradas,These ads ran without a disclaimer,≤100,1
102126007984978,Established Titles,These ads ran without a disclaimer,≤100,1
101451101898148,LivChat-And-English,These ads ran without a disclaimer,≤100,1
22872495128,Natalia Safran,These ads ran without a disclaimer,≤100,1
109639913841426,Tía María - Valle Lindo,These ads ran without a disclaimer,≤100,1
123279176118,DHgate,These ads ran without a disclaimer,≤100,1
102270055571671,Bluemoon Trade,These ads ran without a disclaimer,≤100,1
171654756281612,Educación Continua URP,These ads ran without a disclaimer,≤100,1
232169030639003,Dr. Sheena C. Howard,These ads ran without a disclaimer,≤100,1
100480825586733,Joel 2 Revival,These ads ran without a disclaimer,≤100,1
105601604811518,Bernardo Alva Pérez,These ads ran without a disclaimer,≤100,1
100537715747231,Dr Juan David Cordova,These ads ran without a disclaimer,≤100,1
112149787275686,The Alternative Art School,These ads ran without a disclaimer,≤100,1
1175063852630971,Christopher R. Mattix,These ads ran without a disclaimer,≤100,1
261192007686402,JLL Latin America,These ads ran without a disclaimer,≤100,5
109823334046268,Novels and Fiction Stories - G o o d  Novel,These ads ran without a disclaimer,≤100,2
1404069773057705,Chile Fashion Studios,These ads ran without a disclaimer,≤100,1
775195849531353,Dr Diego Llenque,These ads ran without a disclaimer,≤100,1
104926611720853,Dr. Nelly Gicho,These ads ran without a disclaimer,≤100,5
102714805435437,botonjuridico,These ads ran without a disclaimer,≤100,1
100767231748812,Ternos  La Elegancia,These ads ran without a disclaimer,≤100,1
106045668463627,nadya.pajarillo,These ads ran without a disclaimer,≤100,1
200882364335,Tyndall Furniture & Mattress,These ads ran without a disclaimer,≤100,4
100905745892302,Bono ayuda 2022-2024,These ads ran without a disclaimer,≤100,1
361863874012318,SITOMUN-Lima,These ads ran without a disclaimer,≤100,1
598110667360318,Jomery Rosario,These ads ran without a disclaimer,≤100,1
108479188108818,USA Frijoles,These ads ran without a disclaimer,≤100,1
107075841849079,Juan Luis Quijahuaman Alcalde Provincial de Islay 2023 - 2026,These ads ran without a disclaimer,≤100,1
197511413705974,PanAm Post,These ads ran without a disclaimer,≤100,2
101137045356205,Escuela Invierte.pe,These ads ran without a disclaimer,≤100,1
100718825730098,Junín - Newsbreak PE,These ads ran without a disclaimer,≤100,1
102163642330057,Conversan2 Cleveland,These ads ran without a disclaimer,≤100,1
105067051724484,Ultra Etch,These ads ran without a disclaimer,≤100,1
793257517373607,Evercoach by Mindvalley,These ads ran without a disclaimer,≤100,1
107772978576710,Ucrania en Alerta,These ads ran without a disclaimer,≤100,2
206104336662749,ThreeKingdomsOverlord,These ads ran without a disclaimer,≤100,2
114249095815,ALEX MATOS,These ads ran without a disclaimer,≤100,1
101014658994068,Mirella Caballero,These ads ran without a disclaimer,≤100,1
102297977890646,Miguel Hidalgo,These ads ran without a disclaimer,≤100,1
9724647385,Domino Saints,These ads ran without a disclaimer,≤100,1
192820574856650,Somos Perú - Base Olmos,These ads ran without a disclaimer,≤100,1
106597228718144,Downloader Zb,These ads ran without a disclaimer,≤100,2
113096554534823,Smart Clean 1206z1,These ads ran without a disclaimer,≤100,1
130856240283714,Universidad Norbert Wiener,These ads ran without a disclaimer,≤100,1
494311614045639,The World is My Country,These ads ran without a disclaimer,≤100,1
102202488804142,Free-unlimited VPN-2,These ads ran without a disclaimer,≤100,1
110079478080875,Bayyeux Outlet,These ads ran without a disclaimer,≤100,1
100617599250020,XuQinduo,These ads ran without a disclaimer,≤100,7
73620441975,Amdocs,These ads ran without a disclaimer,≤100,1
354131949087903,Las mejores curiosidades,These ads ran without a disclaimer,≤100,1
1509055912655440,Pedro Morillas,These ads ran without a disclaimer,≤100,1
173254003362613,WE ARE CHINA,These ads ran without a disclaimer,≤100,1
106635955226315,Majes Siguas II,These ads ran without a disclaimer,≤100,1
100360501843380,Es1-s u e n o v e l a book,These ads ran without a disclaimer,≤100,1
111959021511820,Solomonz,These ads ran without a disclaimer,≤100,1
2060846294147697,Partido Morado - Surquillo,These ads ran without a disclaimer,≤100,1
1835420506749588,Política Hueving,These ads ran without a disclaimer,≤100,2
110848064784403,AIO Social Media Browser-global,These ads ran without a disclaimer,≤100,1
126927444629367,Live Palm Reader,These ads ran without a disclaimer,≤100,1
145872319157637,W Panama,These ads ran without a disclaimer,≤100,1
104180658585690,sergioseverino_,These ads ran without a disclaimer,≤100,1
103973349012098,Partido Aprista - Huánuco,These ads ran without a disclaimer,≤100,1
145643245456953,Jack Hibbs,These ads ran without a disclaimer,≤100,2
100252786725608,Shihori - しほり,These ads ran without a disclaimer,≤100,1
108323934776768,Tout,These ads ran without a disclaimer,≤100,1
102999891503615,GitanaMia,These ads ran without a disclaimer,≤100,1
478585582567798,Avelino Garcia Levano  Consejero Regional,These ads ran without a disclaimer,≤100,1
111903174680268,pgatouresp,These ads ran without a disclaimer,≤100,1
7332451780,Saba University School of Medicine,These ads ran without a disclaimer,≤100,3
335419916512727,International Jazz Day,These ads ran without a disclaimer,≤100,1
374452109613568,Parada Gamer,These ads ran without a disclaimer,≤100,1
481850465214463,Moreland University,These ads ran without a disclaimer,≤100,1
110145844509542,CIT Opinión & Mercado,Mario Vasques Torres,≤100,1
1289372051179333,Vanessa Serrano NESS,These ads ran without a disclaimer,≤100,1
614909631872093,Loja Esperança,These ads ran without a disclaimer,≤100,1
106116840835000,Fire,These ads ran without a disclaimer,≤100,1
19975077227,Interaction Design Foundation - IXDF,These ads ran without a disclaimer,≤100,2
2155977654669831,Profesor Victor Hidalgo Contigo Región Base Mancora,These ads ran without a disclaimer,≤100,1
247907875734097,Héctor Ramírez Terrones - Remax,These ads ran without a disclaimer,≤100,1
115889750105662,Lera,These ads ran without a disclaimer,≤100,1
169981279729149,INMOBILEX,These ads ran without a disclaimer,≤100,1
101046448968462,lorestupinans,These ads ran without a disclaimer,≤100,1
107143351166327,Araceli lbañez Representante Independiente Rena Ware,These ads ran without a disclaimer,≤100,1
238410316506263,Android MG,These ads ran without a disclaimer,≤100,1
545545305827232,Mensajes A Otro Nivel,These ads ran without a disclaimer,≤100,1
116117724410502,Learn more,These ads ran without a disclaimer,≤100,1
111607950666389,Ande,These ads ran without a disclaimer,≤100,1
112462803744853,Juntos por el Peru - Canchis,These ads ran without a disclaimer,≤100,3
613861802344833,Cynthia Zak,These ads ran without a disclaimer,≤100,3
109037265176294,Help Ukraine,These ads ran without a disclaimer,≤100,4
711009978986796,广交会,These ads ran without a disclaimer,≤100,4
106146725386191,Cute Pets,These ads ran without a disclaimer,≤100,1
1446448428967221,Mipsicomamá,These ads ran without a disclaimer,≤100,1
113031007026644,noticiauniversal,These ads ran without a disclaimer,≤100,1
506814036179170,Climate Investment Funds,These ads ran without a disclaimer,≤100,4
112748376826031,Edgar Villanueva,These ads ran without a disclaimer,≤100,1
105984045080542,Lumbrera Educational,These ads ran without a disclaimer,≤100,2
343906366053010,Patricia  Cabrera,These ads ran without a disclaimer,≤100,1
103438618347363,Marcos Suncion a Bellavista,These ads ran without a disclaimer,≤100,1
107461385332718,Ecoplantashu,These ads ran without a disclaimer,≤100,3
109416314569406,Bellavista Despierta,These ads ran without a disclaimer,≤100,1
2317618755002063,TuResumen,These ads ran without a disclaimer,≤100,5
1374826826104281,Sensibo,These ads ran without a disclaimer,≤100,1
106680018709391,Vida Kit,These ads ran without a disclaimer,≤100,1
111366780255553,Héroes del Planeta,These ads ran without a disclaimer,≤100,1
1431970480238188,Andmar Sicus,These ads ran without a disclaimer,≤100,1
110708164026734,Euforia Restobar,These ads ran without a disclaimer,≤100,1
101771998334966,Librería La Cabaña,These ads ran without a disclaimer,≤100,2
147960531919877,Revista Minería & Energía,These ads ran without a disclaimer,≤100,3
102461968944457,Raiza Guadalupe,These ads ran without a disclaimer,≤100,1
253518258580731,Pucallpa 2.0 - Noticias,These ads ran without a disclaimer,≤100,2
170481036439780,Hernán Núñez #JP33,These ads ran without a disclaimer,≤100,1
102397502058395,Rescatád,These ads ran without a disclaimer,≤100,1
104471971581465,Independientes con Hernando de Soto 2021,These ads ran without a disclaimer,≤100,1
157208263017,Geneva Environment Network - Réseau environnement de Genève (GEN),These ads ran without a disclaimer,≤100,1
100748509208062,Viva el Callao -  Alcaldía Provincial,Alejandro Carlos Chuquimango Alca,≤100,1
104238192067446,Fox'oclock,These ads ran without a disclaimer,≤100,2
106552625049806,PikPak,These ads ran without a disclaimer,≤100,1
109101387687973,Piensa Música,These ads ran without a disclaimer,≤100,1
387148585209122,Custom lapel pins -marathon medal maker,These ads ran without a disclaimer,≤100,2
118187888198787,מדברים｜כי אלוהים שווה שיחה,These ads ran without a disclaimer,≤100,2
108875284598860,Juana  Venturo,These ads ran without a disclaimer,≤100,2
103468858059040,Jóvenes al Día,These ads ran without a disclaimer,≤100,1
114274757424816,Por un país sin corrupción,These ads ran without a disclaimer,≤100,1
101356128501553,Digital Trafficker,These ads ran without a disclaimer,≤100,6
104789128614400,Plataformas De Entretenimiento,These ads ran without a disclaimer,≤100,1
732359850186206,Va De Cuentos Formación,These ads ran without a disclaimer,≤100,2
1253591738113753,TAMIA Revista,Arthur Nobel Cochachin Maguiña,≤100,1
105273067956150,Teresa Pareja,These ads ran without a disclaimer,≤100,3
452025935579071,GetPublished,These ads ran without a disclaimer,≤100,2
101989545288153,"Cecilia García, Pepe Luna y  Miguel Pérez; Juntos si Podemos",These ads ran without a disclaimer,≤100,1
108089441133066,CONTIGO TV,These ads ran without a disclaimer,≤100,1
341205249303942,The Online Race,These ads ran without a disclaimer,≤100,1
1415000865410418,APP - Amazonas,These ads ran without a disclaimer,≤100,1
341595469244630,Amigos de la Tierra Internacional,These ads ran without a disclaimer,≤100,1
101227428984505,TEP COP26 countdown,These ads ran without a disclaimer,≤100,4
100451398936579,prensarimac,These ads ran without a disclaimer,≤100,1
100339159055368,Cajamarca Siempre Verde,These ads ran without a disclaimer,≤100,2
346516206181540,SMM & Targeting,These ads ran without a disclaimer,≤100,5
102852881578529,Comando Parimango,These ads ran without a disclaimer,≤100,2
367882887254967,Frank Ygnacio,These ads ran without a disclaimer,≤100,1
110390376992156,PERÚ pensá,These ads ran without a disclaimer,≤100,1
1444441045631647,Juventud Cono Este,These ads ran without a disclaimer,≤100,2
462018777253886,UFC Fight Pass,These ads ran without a disclaimer,≤100,2
108019080629216,Jonathan Prado,These ads ran without a disclaimer,≤100,1
1827314597379582,Muni Yanacancha,These ads ran without a disclaimer,≤100,1
622815654475557,Leguminosas para la Salud,These ads ran without a disclaimer,≤100,1
100561191974759,Nancy Montesinos al Congreso por CUSCO,These ads ran without a disclaimer,≤100,2
101712848437140,nacholegari,These ads ran without a disclaimer,≤100,1
107510668196961,Fortis Leader - The Pacific & Asia,These ads ran without a disclaimer,≤100,11
931528476983243,Laboratorios Sophia,These ads ran without a disclaimer,≤100,2
327159028019182,Coach Ari Arte,These ads ran without a disclaimer,≤100,1
111040328165422,Igluu Magazine,These ads ran without a disclaimer,≤100,1
111097660427398,Luis Esteves Mayor,These ads ran without a disclaimer,≤100,1
327118287384388,The Institution of Engineering and Technology (IET),These ads ran without a disclaimer,≤100,1
119066124864751,John Abad,These ads ran without a disclaimer,≤100,1
409215839877796,Atlantic Fellows for Health Equity,These ads ran without a disclaimer,≤100,1
107458665090309,מצילים חיים｜מידע וסיוע בהריון לא מתוכנן,These ads ran without a disclaimer,≤100,2
104046992257081,Cajamarca en Alerta,These ads ran without a disclaimer,≤100,1
251556788236159,Ms. Yellow,These ads ran without a disclaimer,≤100,1
1791255554447112,Polemica Municipal,These ads ran without a disclaimer,≤100,2
395270890868954,Estúdio África,These ads ran without a disclaimer,≤100,2
217296315690321,Muñeca de trapo,These ads ran without a disclaimer,≤100,3
340590126097065,Agepavel Chosica Oficial,These ads ran without a disclaimer,≤100,1
572283402938574,Julio Moreno AP,These ads ran without a disclaimer,≤100,2
1937146806314136,madgicx.com,These ads ran without a disclaimer,≤100,1
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100,3
113535903753559,Karla Aviza,These ads ran without a disclaimer,≤100,1
1986751961549256,SVTV Network,These ads ran without a disclaimer,≤100,4
107787894456602,Melissa Huayhua Almonacid,These ads ran without a disclaimer,≤100,1
111222144825619,Negocio Digital/ Inversión en Cannabis Medicinal,These ads ran without a disclaimer,≤100,1
20035144976,Radio Horizonte,These ads ran without a disclaimer,≤100,1
333541433377510,Plastico.com,These ads ran without a disclaimer,≤100,4
105262154649554,El Sureño Perú,These ads ran without a disclaimer,≤100,2
113947720329998,Habla Pueblo,These ads ran without a disclaimer,≤100,5
1402566936464215,Dr. Carlos Hinostroza,These ads ran without a disclaimer,≤100,2
106444028015350,Institute for the Future of Education,These ads ran without a disclaimer,≤100,1
106734071700397,French Flow,These ads ran without a disclaimer,≤100,4
386698714828761,Ensa,Electronorte SA,≤100,5
111648631180083,Asistencia financiera las 24 horas,These ads ran without a disclaimer,≤100,1
1301583153229067,Nelly y Carlos,These ads ran without a disclaimer,≤100,2
1453529688006414,Secretaría de Vinculación Tecnológica e Innovación - UNL,These ads ran without a disclaimer,≤100,3
101855211180084,Traperos De Emaús San Vicentinos,These ads ran without a disclaimer,≤100,2
114710713312174,Hugo Rosas al Congreso,These ads ran without a disclaimer,≤100,1
210271319048714,Wallenius Wilhelmsen,These ads ran without a disclaimer,≤100,3
287340842133122,Municipalidad distrital de irazola,These ads ran without a disclaimer,≤100,1
851234168286593,SEGINT,These ads ran without a disclaimer,≤100,1
102121805174324,Elvis Vergara Mendoza,These ads ran without a disclaimer,≤100,1
368375073370602,Rodrigo Viaggio,These ads ran without a disclaimer,≤100,1
378491756003742,Gigio music,These ads ran without a disclaimer,≤100,1
1673669186277733,Freeda,These ads ran without a disclaimer,≤100,5
104747077816343,Instituto Superior de Inteligencia Social,These ads ran without a disclaimer,≤100,2
103343398094052,Julia Aza al CR3,These ads ran without a disclaimer,≤100,1
101780495697788,jorgepanduro2023,These ads ran without a disclaimer,≤100,1
100826158069774,Javier Mendoza Marquina,These ads ran without a disclaimer,≤100,1
785795381534068,Premio Sacha,These ads ran without a disclaimer,≤100,3
209291109172242,FIFA/CIES International University Network,These ads ran without a disclaimer,≤100,1
447153655471865,Guns Of the World,These ads ran without a disclaimer,≤100,1
125335024157691,Promine,These ads ran without a disclaimer,≤100,2
261548101154887,El Fiscalizador de Lima Este,These ads ran without a disclaimer,≤100,1
113943934662733,Siempre con Dios,These ads ran without a disclaimer,≤100,1
100752531313412,Agrupación Voces del Sur,These ads ran without a disclaimer,≤100,1
2218657151479716,Gobierno Regional Tumbes,These ads ran without a disclaimer,≤100,3
105962255468180,Kathy Grados,These ads ran without a disclaimer,≤100,1
