id,ad_creation_time,ad_creative_bodies,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,estimated_audience_size,impressions,page_id,page_name,publisher_platforms
1046713336275456,2022-05-30,"['#Culturaviva | 🟢 SUPERVISIÓN EN LARAPA Y PATAPATA, DISTRITO DE SAN JERÓNIMO, PROVINCIA DE CUSCO\n\nMe encuentro trabajando desde las 7:30am, acompañada del congresista Alex Flores, presidente de la Comisión de Cultura y Patrimonio Cultural del Congreso de la República, representantes del Organismo de Formalización de la Propiedad Informal Cofopri, entre otros funcionarios y representantes de los sectores de Larapa y Patapata en el distrito de San Jerónimo #Cusco, supervisando las condiciones en las que viven estas comunidades y el estado en que se encuentra nuestro patrimonio cultural de la nación.\n\n#katyugarteterepresenta\n#katyugartedelyparaelpueblo']",2022-05-30,2022-06-03,Lesly Shessira Tito Ugarte,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '15000', 'upper_bound': '19999'}",101461505259421,Katy Ugarte Congresista de la República por Cusco,['facebook']
514844760373984,2022-05-30,"['🟢 Junto con el presidente de la Comisión de Cultura y Patrimonio Cultural del Congreso de la República hemos organizado para el día de mañana 30 de mayo en el auditorio de la Municipalidad de San Jerónimo la SESIÓN Y AUDIENCIA DESCENTRALIZADA #Cusco 2022 “Paisajes arqueológicos de Larapa y Patapata”.\n\n👉🏽 Estaré sustentando los #ProyectosDeLey 2056/2021-CR y Ley 2057/2021-CR que proponen declarar de interés nacional la preservación y conservación del Sitio Arqueológico de #Larapa y el Sitio Arqueológico de #Patapata, ubicados en el distrito de San Jerónimo, provincia y departamento de Cusco, fortaleciendo el real ejercicio del derecho a la propiedad, dentro del marco legal que ampara los espacios culturales.\n\n#katyugarteterepresenta\n#katyugartedelyparaelpueblo']",2022-05-30,2022-06-03,Lesly Shessira Tito Ugarte,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","{'lower_bound': '100001', 'upper_bound': '500000'}","{'lower_bound': '10000', 'upper_bound': '14999'}",101461505259421,Katy Ugarte Congresista de la República por Cusco,['facebook']
737208687462883,2022-05-28,no disponible,2022-05-28,2022-06-02,Martha Gonza Castillo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '15000', 'upper_bound': '19999'}",103192204884175,Américo Gonza - Congresista de la República,['facebook']
1164658884318559,2022-05-28,"['Un gran número de familias en Carabayllo y San Antonio de Huarochiri no tienen agua, por eso hoy acompañe a sus dirigentes a una reunión de trabajo con funcionarios de la PCM y del sector vivienda, para encaminar la construcción del servicio de agua, un proyecto anhelado por años por nuestros hermanos y hermanas en esta parte de Lima 🤝🇵🇪🤝']",2022-05-28,2022-06-02,Martha Gonza Castillo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '10000', 'upper_bound': '14999'}",103192204884175,Américo Gonza - Congresista de la República,['facebook']
336824125230984,2022-05-28,"['Un gran número de familias en Carabayllo y San Antonio de Huarochiri no tienen agua, por eso hoy acompañe a sus dirigentes a una reunión de trabajo con funcionarios de la PCM y del sector vivienda, para encaminar la construcción del servicio de agua, un proyecto anhelado por años por nuestros hermanos y hermanas en esta parte de Lima 🤝🇵🇪🤝']",2022-05-28,2022-06-02,Martha Gonza Castillo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '10000', 'upper_bound': '14999'}",103192204884175,Américo Gonza - Congresista de la República,['facebook']
373666741449541,2022-05-28,['Culminamos el día en una entrevista en canal N con el señor Jimmy Chinchay🤝🇵🇪🤝'],2022-05-28,2022-06-03,Martha Gonza Castillo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '15000', 'upper_bound': '19999'}",103192204884175,Américo Gonza - Congresista de la República,['facebook']
736335744387748,2022-05-27,"['Se promulgó sexta Ley de mi autoría 📰✍🏽\n\nEsta ley modifica el Fondo de Desarrollo Socioeconómico Camisea para incorporar el lote 57 y asegura que los ingresos que se generen por el nuevo lote se harán efectivos al fondo a partir del 1 de enero del 2023 👆🏽\n\nCabe señalar que entre las 6 leyes, se encuentran la Ley Nº 31359, Ley que modifica la décima cuarta disposición complementaria transitoria de la ley 30220, ley universitaria, a fin de extender el plazo para obtener el bachillerato automático hasta el año académico 2023 y la Ley Nº 31464, Ley que modifica las normas que regulan los procesos de alimentos, a fin de garantizar la debida aplicación del principio del interés superior del niño y la obtención de una pensión de alimentos adecuada.\n\n#katyugarteterepresenta\n#katyugartedelyparaelpueblo']",2022-05-27,2022-05-31,Lesly Shessira Tito Ugarte,PEN,"{'lower_bound': '0', 'upper_bound': '99'}",{'lower_bound': '1000001'},"{'lower_bound': '10000', 'upper_bound': '14999'}",101461505259421,Katy Ugarte Congresista de la República por Cusco,['facebook']
921977472533962,2022-05-26,"['#AFP\n📣 𝐃𝐄𝐋 𝟐𝟎𝟏𝟓 𝐀𝐋 𝟐𝟎𝟐𝟐 \n✊🏽 ¡𝐋𝐀 𝐇𝐈𝐒𝐓𝐎𝐑𝐈𝐀 𝐃𝐄 𝐋𝐀 𝐋𝐔𝐂𝐇𝐀 𝐃𝐄𝐋 𝐏𝐔𝐄𝐁𝐋𝐎!\nLo que prometemos, lo cumplimos. Esa es nuestra forma de hacer #política. Seguiremos luchando por hacer realidad la #agenda #social, priorizando los verdaderos intereses del #pueblo en medio de esta crisis que golpea a los que menos tienen. \n#AFPnoMeRobes\n\n🔵🟡 PODEMOS PERÚ ¡SÍ CUMPLE!']",2022-05-26,2022-05-27,Laidy Diana Peceros Espinoza,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}",{'lower_bound': '1000001'},"{'lower_bound': '450000', 'upper_bound': '499999'}",101665683225827,José Luna Gálvez - Pepe Luna,"['facebook', 'instagram']"
1386430808520311,2022-05-26,"['#URGENTE \n💪🏽  ¡𝐒𝐀𝐋𝐕𝐄𝐌𝐎𝐒 𝐀 𝐋𝐀𝐒 𝐎𝐋𝐋𝐈𝐓𝐀𝐒 𝐂𝐎𝐌𝐔𝐍𝐄𝐒!\n✊🏽 𝐍𝐄𝐂𝐄𝐒𝐈𝐓𝐀𝐍 𝐏𝐑𝐄𝐒𝐔𝐏𝐔𝐄𝐒𝐓𝐎 ¡𝐔𝐑𝐆𝐄𝐍𝐓𝐄!\nLa #crisis #alimentaria se siente desde hace varios meses en las partes más altas de #Lima dónde tener un plato de comida mañana, tarde y noche es lujo. Las manitas de las #OllitasComunes hacen de todo por alimentar a sus vecinos pero sin la ayuda del #Estado es prácticamente imposible, en ese sentido, #PodemosPerú exige al #Gobierno la reglamentación de nuestra #ley para otorgar #presupuesto a las ollas comunes y garantizar la comida del #pueblo. \n\n🔵🟡 PODEMOS PERÚ ¡SÍ CUMPLE!']",2022-05-26,2022-05-27,Laidy Diana Peceros Espinoza,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}",{'lower_bound': '1000001'},"{'lower_bound': '450000', 'upper_bound': '499999'}",101665683225827,José Luna Gálvez - Pepe Luna,"['facebook', 'instagram']"
534953198306161,2022-05-26,['#URGENTE #CTS\n🎉 𝐋𝐈𝐁𝐄𝐑𝐀𝐂𝐈𝐎́𝐍 𝟏𝟎𝟎% 𝐂𝐓𝐒 ¡𝐘𝐀 𝐄𝐒 𝐋𝐄𝐘!\n✊🏽 𝐏𝐑𝐎𝐌𝐄𝐒𝐀 𝐂𝐔𝐌𝐏𝐋𝐈𝐃𝐀\n\n🔵🟡 PODEMOS PERÚ ¡SÍ CUMPLE!'],2022-05-26,2022-05-27,Laidy Diana Peceros Espinoza,PEN,"{'lower_bound': '1000', 'upper_bound': '1499'}",{'lower_bound': '1000001'},"{'lower_bound': '450000', 'upper_bound': '499999'}",101665683225827,José Luna Gálvez - Pepe Luna,"['facebook', 'instagram']"
