,id,ad_creation_time,ad_creative_bodies,ad_snapshot_url,ad_delivery_start_time,ad_delivery_stop_time,bylines,currency,spend,delivery_by_region,demographic_distribution,impressions,page_id,page_name,publisher_platforms,elecciones,electorales,lower_bound,upper_bound
2402,282540740128299,2021-04-10,['Vamos con todo! ✏1️⃣\n#Tacna\n#PedroCastillo\nPerú Libre💪🇵🇪\n¡Este 11 de abril marca los 3 lápices de Perú Libre y escribe el 1️⃣ por Betssy Chavez!'],https://www.facebook.com/ads/archive/render_ad/?id=282540740128299&access_token,2021-04-10,2021-04-12,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Tacna Region'}]","[{'percentage': '0.00046', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.00046', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.00092', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.091494', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.041379', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.00046', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.00046', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.098851', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.052874', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.024368', 'age': '65+', 'gender': 'female'}, {'percentage': '0.169195', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.071724', 'age': '65+', 'gender': 'male'}, {'percentage': '0.089195', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.236782', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.121379', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '3000', 'upper_bound': '3999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2403,306302240889325,2021-04-10,"['#UltimaSemana \nPerú Libre: ¡VOTO RESPONSABLE!\nEl lapicito ha calado en el corazón de todos los tacneños, no los defraudaremos.\n¡PERÚ LIBRE, FUERZA NACIDA DEL PUEBLO!\n𝙀𝙨𝙩𝙚 11 𝙙𝙚 𝙖𝙗𝙧𝙞𝙡 𝙧𝙚𝙘𝙪𝙚𝙧𝙙𝙚𝙣 𝙢𝙖𝙧𝙘𝙖𝙧 𝙚𝙡 𝙡á𝙥𝙞𝙯 ✏ 𝙙𝙚 𝙋𝙚𝙧ú 𝙇𝙞𝙗𝙧𝙚 𝙮 𝙚𝙨𝙘𝙧𝙞𝙗𝙞𝙧 𝙚𝙡 1 𝙥𝙤𝙧 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯. ✏🇵🇪']",https://www.facebook.com/ads/archive/render_ad/?id=306302240889325&access_token,2021-04-10,2021-04-12,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Tacna Region'}]","[{'percentage': '0.022067', 'age': '65+', 'gender': 'female'}, {'percentage': '0.026713', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.105691', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.147503', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.062718', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.068525', 'age': '65+', 'gender': 'male'}, {'percentage': '0.324042', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.242741', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2404,296815011807452,2021-04-10,['𝑴𝒆𝒏𝒔𝒂𝒋𝒆 𝒑𝒂𝒓𝒂 𝑪𝒂𝒏𝒅𝒂𝒓𝒂𝒗𝒆✏1️⃣🇵🇪\n#PerúLibre #CONELPUEBLO \n✏RENEGOCIACIÓN TRIBUTARIA CON LAS MINERAS ABUSIVAS.\n✏LEYES EN DEFENSA DEL AGUA PARA CONSUMO HUMANO Y USO AGRARIO.'],https://www.facebook.com/ads/archive/render_ad/?id=296815011807452&access_token,2021-04-11,2021-04-12,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.004274', 'region': 'Moquegua Region'}, {'percentage': '0.000225', 'region': 'Puno Region'}, {'percentage': '0.995502', 'region': 'Tacna Region'}]","[{'percentage': '0.000222', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000222', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.044597', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.051254', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.089638', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.178167', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.083204', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.169958', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.231418', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.110939', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.028178', 'age': '65+', 'gender': 'male'}, {'percentage': '0.012203', 'age': '65+', 'gender': 'female'}]","{'lower_bound': '5000', 'upper_bound': '5999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2405,109202307849628,2021-04-10,['Mensaje para Palca ✏1️⃣\n✏CREACIÓN DEL VICEMINISTERIO DE GANADERÍA.\n✏LEYES EN DEFENSA DEL AGUA PARA CONSUMO HUMANO Y USO AGRARIO.\n𝙀𝙨𝙩𝙚 11 𝙙𝙚 𝙖𝙗𝙧𝙞𝙡 𝙧𝙚𝙘𝙪𝙚𝙧𝙙𝙚𝙣 𝙢𝙖𝙧𝙘𝙖𝙧 𝙚𝙡 𝙡á𝙥𝙞𝙯 ✏ 𝙙𝙚 𝙋𝙚𝙧ú 𝙇𝙞𝙗𝙧𝙚 𝙮 𝙚𝙨𝙘𝙧𝙞𝙗𝙞𝙧 𝙚𝙡 1 𝙥𝙤𝙧 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯. ✏🇵🇪'],https://www.facebook.com/ads/archive/render_ad/?id=109202307849628&access_token,2021-04-10,2021-04-11,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Tacna Region'}]","[{'percentage': '0.026688', 'age': '65+', 'gender': 'female'}, {'percentage': '0.057254', 'age': '65+', 'gender': 'male'}, {'percentage': '0.079836', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.121807', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.153741', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.124088', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.246578', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.189781', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000228', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '5000', 'upper_bound': '5999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2406,157457049630929,2021-04-10,['TE ENSEÑAMOS A VOTAR POR EL LAPICITO\nPor un #PerúLibre ✏1️⃣\n¡¡LA MAREA ROJA ESTÁ IMPARABLE!!🇵🇪\n𝙀𝙨𝙩𝙚 11 𝙙𝙚 𝙖𝙗𝙧𝙞𝙡 𝙧𝙚𝙘𝙪𝙚𝙧𝙙𝙚𝙣 𝙢𝙖𝙧𝙘𝙖𝙧 𝙚𝙡 𝙡á𝙥𝙞𝙯 ✏ 𝙙𝙚 𝙋𝙚𝙧ú 𝙇𝙞𝙗𝙧𝙚 𝙮 𝙚𝙨𝙘𝙧𝙞𝙗𝙞𝙧 𝙚𝙡 1 𝙥𝙤𝙧 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯. ✏🇵🇪'],https://www.facebook.com/ads/archive/render_ad/?id=157457049630929&access_token,2021-04-10,2021-04-12,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Tacna Region'}]","[{'percentage': '0.094951', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.215147', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.096835', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.183873', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.123964', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.0422', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.09269', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.148832', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.00113', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.000377', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '2000', 'upper_bound': '2999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2407,833888717526074,2021-04-09,"['Ya estamos en la recta final, muy fortalecidos por el apoyo de todos ustedes.\nSigamos avanzando.\n¡A darlo todo equipo!💪🇵🇪\n#PedroCastilloPresidente']",https://www.facebook.com/ads/archive/render_ad/?id=833888717526074&access_token,2021-04-10,2021-04-12,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '1', 'region': 'Tacna Region'}]","[{'percentage': '0.128731', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.125', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.263993', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.32556', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.103545', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.051306', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.001866', 'age': '55-64', 'gender': 'unknown'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2408,383143309334772,2021-04-05,['#UltimaSemana \n#céduladesufragio\n¡Seguimos avanzando!💪🇵🇪\nLa tarea de esta última semana es enseñar a nuestros familiares y amigos cómo votar por el lapicito. ✏✏✏\n🚨RECUERDEN ❗❗❗\nEn la cédula de sufragio habrá dos casilleros en blanco donde deberán escribir el número 1️⃣ para Congresista por Tacna.\n#BetssyChavezAlCongreso\n#PeruLibre #FuerzaNacidaDelPueblo \n#PedroCastilloPresidente'],https://www.facebook.com/ads/archive/render_ad/?id=383143309334772&access_token,2021-04-05,2021-04-11,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.042661', 'region': 'Moquegua Region'}, {'percentage': '0.957339', 'region': 'Tacna Region'}]","[{'percentage': '0.000595', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.000595', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.104167', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.037202', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.15', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.26369', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.196429', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.087798', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.075893', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.083631', 'age': '55-64', 'gender': 'male'}]","{'lower_bound': '5000', 'upper_bound': '5999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2409,744932236220155,2021-04-04,['¡Hermano de Ite! ✏1️⃣\nProponemos el fortalecimiento de las fronteras agrícolas y comerciales.\n¡Una agroindustria en Tacna!\nCreación del Viceministerio de Ganadería.\n𝙀𝙨𝙩𝙚 11 𝙙𝙚 𝙖𝙗𝙧𝙞𝙡 𝙧𝙚𝙘𝙪𝙚𝙧𝙙𝙚𝙣 𝙢𝙖𝙧𝙘𝙖𝙧 𝙚𝙡 𝙡á𝙥𝙞𝙯 ✏ 𝙙𝙚 𝙋𝙚𝙧ú 𝙇𝙞𝙗𝙧𝙚 𝙮 𝙚𝙨𝙘𝙧𝙞𝙗𝙞𝙧 𝙚𝙡 1 𝙥𝙤𝙧 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯. ✏🇵🇪'],https://www.facebook.com/ads/archive/render_ad/?id=744932236220155&access_token,2021-04-04,2021-04-06,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.025974', 'region': 'Moquegua Region'}, {'percentage': '0.974026', 'region': 'Tacna Region'}]","[{'percentage': '0.084967', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.228758', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.281046', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.130719', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.091503', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.124183', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.03268', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.019608', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.006536', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '0', 'upper_bound': '999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2410,258841555880991,2021-04-03,['¡Hermano de Ite! ✏1️⃣\nProponemos el fortalecimiento de las fronteras agrícolas y comerciales.\n¡Una agroindustria en Tacna!\nCreación del Viceministerio de Ganadería.\n𝙀𝙨𝙩𝙚 11 𝙙𝙚 𝙖𝙗𝙧𝙞𝙡 𝙧𝙚𝙘𝙪𝙚𝙧𝙙𝙚𝙣 𝙢𝙖𝙧𝙘𝙖𝙧 𝙚𝙡 𝙡á𝙥𝙞𝙯 ✏ 𝙙𝙚 𝙋𝙚𝙧ú 𝙇𝙞𝙗𝙧𝙚 𝙮 𝙚𝙨𝙘𝙧𝙞𝙗𝙞𝙧 𝙚𝙡 1 𝙥𝙤𝙧 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯. ✏🇵🇪'],https://www.facebook.com/ads/archive/render_ad/?id=258841555880991&access_token,2021-04-04,2021-04-05,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.825073', 'region': 'Moquegua Region'}, {'percentage': '0.174927', 'region': 'Tacna Region'}]","[{'percentage': '0.002924', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.002924', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.070175', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.128655', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.064327', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.187135', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.181287', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.122807', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.201754', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.038012', 'age': '55-64', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2411,143988607647683,2021-04-02,"['🇵🇪 Por una Nueva Constitución 📖\n#PerúLibre\nEscribe el 1️⃣ y el 3️⃣ por Tacna!💝💪🏼\nTiempo de Mujer!\n\nQue garantice nuestros derechos humanos y le dé una correcta valoración en el sistema jurídico peruano. Por derechos laborales, de vivienda y de salud para una vida digna.\n\nNO más contratos abusivos sin que el Estado actúe en defensa de los intereses nacionales. No queremos un Estado de rodillas ante los grupos de poder, sino un Estado Justo, Democrático y Descentralizado.\n\nPor Garantías Constitucionales que NO permitan que malos funcionarios retornen a las instituciones de las que fueron echados por actos de corrupción. \n\nLas reglas de juego deben de cambiar y poner el suelo llano para todos!']",https://www.facebook.com/ads/archive/render_ad/?id=143988607647683&access_token,2021-04-02,2021-04-05,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.024793', 'region': 'Moquegua Region'}, {'percentage': '0.002066', 'region': 'Puno Region'}, {'percentage': '0.97314', 'region': 'Tacna Region'}]","[{'percentage': '0.013158', 'age': '65+', 'gender': 'female'}, {'percentage': '0.029352', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.256073', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.029352', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.059717', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.060729', 'age': '65+', 'gender': 'male'}, {'percentage': '0.145749', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.128543', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.237854', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.039474', 'age': '45-54', 'gender': 'female'}]","{'lower_bound': '1000', 'upper_bound': '1999'}",100423448743603,Betssy Chavez,['facebook'],True,True,0,99
2412,3225948327507988,2021-04-02,['🚨¡URGENTE!\n¡¡Revolución agrícola y defensa del agua!!\nPor una #NuevaConstitución en favor del pueblo. \n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝗮𝗯𝗿𝗶𝗹 𝗿𝗲𝗰𝘂𝗲𝗿𝗱𝗲𝗻 𝗺𝗮𝗿𝗰𝗮𝗿 𝗹𝗼𝘀 𝟯 𝗹á𝗽𝗶𝗰𝗲𝘀 𝗱𝗲 #𝗣𝗲𝗿ú𝗟𝗶𝗯𝗿𝗲 𝗲𝘀𝗰𝗿𝗶𝗯𝗶𝗿 𝗲𝗹 𝟭 𝗽𝗼𝗿 𝗕𝗲𝘁𝘀𝘀𝘆 𝗖𝗵𝗮𝘃𝗲𝘇. 🇵🇪✏'],https://www.facebook.com/ads/archive/render_ad/?id=3225948327507988&access_token,2021-04-02,2021-04-06,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.000574', 'region': 'Puno Region'}, {'percentage': '0.999426', 'region': 'Tacna Region'}]","[{'percentage': '0.000191', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000191', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.02218', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.010707', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.131931', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.042639', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.131166', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.261568', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.266539', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.132505', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.000382', 'age': '45-54', 'gender': 'unknown'}]","{'lower_bound': '6000', 'upper_bound': '6999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2413,839977806590151,2021-04-01,['𝑴𝒆𝒏𝒔𝒂𝒋𝒆 𝒂 𝒏𝒖𝒆𝒔𝒕𝒓𝒐𝒔 𝒉𝒆𝒓𝒎𝒂𝒏𝒐𝒔 𝒅𝒆 𝑰𝒍𝒂𝒃𝒂𝒚𝒂 ✏1️⃣\n¡AGUA PARA TODOS!\n¡TRABAJAREMOS PARA PROMOVER E INCENTIVAR EL AGRO!\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝗮𝗯𝗿𝗶𝗹 𝗿𝗲𝗰𝘂𝗲𝗿𝗱𝗲𝗻 𝗺𝗮𝗿𝗰𝗮𝗿 𝗹𝗼𝘀 𝟯 𝗹á𝗽𝗶𝗰𝗲𝘀 𝗱𝗲 #𝗣𝗲𝗿ú𝗟𝗶𝗯𝗿𝗲 𝗲𝘀𝗰𝗿𝗶𝗯𝗶𝗿 𝗲𝗹 𝟭 𝗽𝗼𝗿 𝗕𝗲𝘁𝘀𝘀𝘆 𝗖𝗵𝗮𝘃𝗲𝘇. 🇵🇪✏'],https://www.facebook.com/ads/archive/render_ad/?id=839977806590151&access_token,2021-04-01,2021-04-06,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.010071', 'region': 'Moquegua Region'}, {'percentage': '0.989929', 'region': 'Tacna Region'}]","[{'percentage': '0.000244', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.025428', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.13912', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.119804', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.327873', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.375795', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.011002', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.000733', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '5000', 'upper_bound': '5999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2414,928201131319748,2021-04-01,"['𝑷𝒐𝒓 𝒍𝒂 𝒆𝒔𝒕𝒂𝒃𝒊𝒍𝒊𝒅𝒂𝒅 𝒍𝒂𝒃𝒐𝒓𝒂𝒍 𝒑𝒂𝒓𝒂 𝒍𝒐𝒔 𝒅𝒐𝒄𝒆𝒏𝒕𝒆𝒔 𝒄𝒐𝒏𝒕𝒓𝒂𝒕𝒂𝒅𝒐𝒔.✏1️⃣\n#PerúLibre tiene como líder nacional al Profesor Pedro Castillo, nuestra prioridad será la educación. \nNuestro compromiso de llegar al Congreso será transparentar los procesos de contratación docente. \n¡Contamos con tu voto! 💪\n\n𝗘𝘀𝘁𝗲 𝟭𝟭 𝗱𝗲 𝗮𝗯𝗿𝗶𝗹 𝗿𝗲𝗰𝘂𝗲𝗿𝗱𝗲𝗻 𝗺𝗮𝗿𝗰𝗮𝗿 𝗹𝗼𝘀 𝟯 𝗹á𝗽𝗶𝗰𝗲𝘀 𝗱𝗲 #𝗣𝗲𝗿ú𝗟𝗶𝗯𝗿𝗲 𝗲𝘀𝗰𝗿𝗶𝗯𝗶𝗿 𝗲𝗹 𝟭 𝗽𝗼𝗿 𝗕𝗲𝘁𝘀𝘀𝘆 𝗖𝗵𝗮𝘃𝗲𝘇. 🇵🇪✏']",https://www.facebook.com/ads/archive/render_ad/?id=928201131319748&access_token,2021-04-01,2021-04-05,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.008047', 'region': 'Moquegua Region'}, {'percentage': '0.001087', 'region': 'Puno Region'}, {'percentage': '0.990866', 'region': 'Tacna Region'}]","[{'percentage': '0.000665', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.000443', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.220031', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.228451', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.213605', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.336805', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '5000', 'upper_bound': '5999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2415,181673113633239,2021-03-31,"['¡SÚMATE A NUESTRA CAMPAÑA! ✏1️⃣\n#PerúLibre \n#FuerzaNacidaDelPueblo \n\nA pocos días de las elecciones, tu voto cuenta.\nTe invitamos a que revises las propuestas de Perú Libre y de la candidata al Congreso con el N°1️⃣, la Abog. Betssy Chavez Chino.\n¡La marea roja sigue subiendo!❤🇵🇪']",https://www.facebook.com/ads/archive/render_ad/?id=181673113633239&access_token,2021-03-31,2021-04-03,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.003155', 'region': 'Moquegua Region'}, {'percentage': '0.996845', 'region': 'Tacna Region'}]","[{'percentage': '0.002039', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.00051', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.00051', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.001019', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.070846', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.041794', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.018858', 'age': '65+', 'gender': 'female'}, {'percentage': '0.245158', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.132008', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.152905', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.057594', 'age': '65+', 'gender': 'male'}, {'percentage': '0.03262', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.11366', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.031091', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.043833', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.055556', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '3000', 'upper_bound': '3999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
2416,1206038846480898,2021-03-30,"['¡𝘼𝙗𝙤𝙜. 𝘽𝙚𝙩𝙨𝙨𝙮 𝘾𝙝𝙖𝙫𝙚𝙯 𝘾𝙝𝙞𝙣𝙤 𝙖𝙡 𝘾𝙤𝙣𝙜𝙧𝙚𝙨𝙤 𝙥𝙤𝙧 𝙏𝙖𝙘𝙣𝙖!✏1️⃣\n✏ Por una Nueva Constitución en favor del Pueblo.\n✏ Por una reforma integral en salud y educación.\n✏ Por un Código Laboral y eliminación de contratos abusivos.\n✏ Por la Reforma Tributaria, basta de persecución de la SUNAT.\n✏ Por la ampliación de la Frontera Agrícola y Comercial en Tacna y otras fronteras del país.\n✏ Por leyes en favor del agro y la ganadería, priorizando el uso de agua.\n✏ Por un seguro y una pensión digna para todos los peruanos\n¡ℕ𝕠 𝕞á𝕤 𝕡𝕠𝕓𝕣𝕖𝕤 𝕖𝕟 𝕦𝕟 𝕡𝕒í𝕤 𝕣𝕚𝕔𝕠! 🇵🇪✏1️⃣']",https://www.facebook.com/ads/archive/render_ad/?id=1206038846480898&access_token,2021-03-30,2021-04-03,Nadia Patricia Contreras Gallardo,PEN,"{'lower_bound': '0', 'upper_bound': '99'}","[{'percentage': '0.000862', 'region': 'Puno Region'}, {'percentage': '0.997414', 'region': 'Tacna Region'}, {'percentage': '0.001724', 'region': 'Moquegua Region'}]","[{'percentage': '0.000863', 'age': '18-24', 'gender': 'unknown'}, {'percentage': '0.000863', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.008628', 'age': '65+', 'gender': 'female'}, {'percentage': '0.000863', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.015531', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.054357', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.032787', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.106989', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.212252', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.139776', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.070751', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.216566', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.041415', 'age': '65+', 'gender': 'male'}, {'percentage': '0.035375', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.062985', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '2000', 'upper_bound': '2999'}",100423448743603,Betssy Chavez,"['facebook', 'instagram']",True,True,0,99
